compressor,compressor_policy,llm_policy,outlier_precision,regular_precision,outlier_values,outlier0,outlier1,outlier2,k_values,k0,k1,k2,num_batches,num_samples,correct_count,avg_accuracy,avg_latency,avg_ce_loss,avg_payload_ratio,tp0_original_bytes,tp1_original_bytes,tp2_original_bytes,tp0_compressed_bytes,tp1_compressed_bytes,tp2_compressed_bytes,tp0_payload_ratio,tp1_payload_ratio,tp2_payload_ratio,avg_compression_ratio
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.5000,0.5000",0.5000,0.5000,0.5000,"0.3750,0.4063,0.4688",0.3750,0.4063,0.4688,100,10000,9329,0.9329,0.0210815547965467,0.358101470246911,0.39733815046037946,655360000.0,327680000.0,163840000.0,245766384.0,133126394.0,76806400.0,0.375,0.4063,0.4688,2.5167480113383043
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.7500,0.5000",1.0000,0.7500,0.5000,"0.5313,0.5313,0.4688",0.5313,0.5313,0.4688,100,10000,9329,0.9329,0.0225613737734966,0.35777680076658724,0.5223381696428572,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,76806400.0,0.5313,0.5313,0.4688,1.9144685533583325
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.2500,0.5000",0.2500,0.2500,0.5000,"0.2500,0.2813,0.4688",0.2500,0.2813,0.4688,100,10000,9328,0.9328,0.021142937417607754,0.3597891206294298,0.29019529854910714,655360000.0,327680000.0,163840000.0,163846388.0,92166398.0,76806398.0,0.25,0.2813,0.4688,3.4459552067166896
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.2500,0.2500",0.5000,0.2500,0.2500,"0.3750,0.2813,0.3438",0.3750,0.2813,0.3438,100,10000,9328,0.9328,0.021184103777632118,0.35754927165806294,0.34376672537667413,655360000.0,327680000.0,163840000.0,245766384.0,92166398.0,56326400.0,0.375,0.2813,0.3438,2.9089493722938835
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.5000,0.0000",0.5000,0.5000,0.0000,"0.3750,0.4063,0.2188",0.3750,0.4063,0.2188,100,10000,9328,0.9328,0.021813970282673834,0.3604821415990591,0.36162386648995537,655360000.0,327680000.0,163840000.0,245766384.0,133126396.0,35846400.0,0.375,0.4063,0.2188,2.765304208780082
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.2500,0.5000",1.0000,0.2500,0.5000,"0.5313,0.2813,0.4688",0.5313,0.2813,0.4688,100,10000,9328,0.9328,0.022470845291391015,0.3573933750391006,0.4509095964704241,655360000.0,327680000.0,163840000.0,348166400.0,92166400.0,76806398.0,0.5313,0.2813,0.4688,2.2177394489442666
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.0000,0.5000,1.0000",0.0000,0.5000,1.0000,"0.1250,0.4063,0.5313",0.1250,0.4063,0.5313,100,10000,9328,0.9328,0.02509022537386045,0.35800246987491846,0.2634095947265625,655360000.0,327680000.0,163840000.0,81926400.0,133126396.0,87046400.0,0.125,0.4063,0.5313,3.7963689251261696
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.5000,1.0000",1.0000,0.5000,1.0000,"0.5313,0.4063,0.5313",0.5313,0.4063,0.5313,100,10000,9328,0.9328,0.026584970080293716,0.3578394977748394,0.49555245361328126,655360000.0,327680000.0,163840000.0,348166400.0,133126398.0,87046400.0,0.5313,0.4063,0.5313,2.017949851138017
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.7500,1.0000",1.0000,0.7500,1.0000,"0.5313,0.5313,0.5313",0.5313,0.5313,0.5313,100,10000,9328,0.9328,0.02686585468472913,0.3577860990911722,0.5312667410714286,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,87046400.0,0.5313,0.5313,0.5313,1.8822936252008866
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,1.0000,1.0000",1.0000,1.0000,1.0000,"0.5313,0.5313,0.5313",0.5313,0.5313,0.5313,100,10000,9328,0.9328,0.028110836290288717,0.3577732790261507,0.5312667410714286,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,87046400.0,0.5313,0.5313,0.5313,1.8822936252008866
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,1.0000,0.7500",1.0000,1.0000,0.7500,"0.5313,0.5313,0.5185",0.5313,0.5313,0.5185,100,10000,9328,0.9328,0.02814841992687434,0.3577732790261507,0.5294392909458705,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,84950534.0,0.5313,0.5313,0.5185,1.8887906830893653
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.5000,0.2500",0.2500,0.5000,0.2500,"0.2500,0.4063,0.3438",0.2500,0.4063,0.3438,100,10000,9327,0.9327,0.021256721287500113,0.3591709104180336,0.3080524396623884,655360000.0,327680000.0,163840000.0,163846388.0,133126396.0,56326398.0,0.25,0.4063,0.3438,3.246200553048549
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.5000,1.0000",0.5000,0.5000,1.0000,"0.3750,0.4063,0.5313",0.3750,0.4063,0.5313,100,10000,9327,0.9327,0.021958911928813905,0.35853477522730826,0.4062667236328125,655360000.0,327680000.0,163840000.0,245766384.0,133126396.0,87046400.0,0.375,0.4063,0.5313,2.4614371343487362
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.7500,1.0000",0.2500,0.7500,1.0000,"0.2500,0.5313,0.5313",0.2500,0.5313,0.5313,100,10000,9327,0.9327,0.02201814065221697,0.3586447998136282,0.3705524448939732,655360000.0,327680000.0,163840000.0,163846388.0,174086400.0,87046400.0,0.25,0.5313,0.5313,2.6986733289160503
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.0000,0.2500",0.5000,0.0000,0.2500,"0.3750,0.1563,0.3438",0.3750,0.1563,0.3438,100,10000,9327,0.9327,0.022091953742783516,0.36241305314004424,0.30805244140625,655360000.0,327680000.0,163840000.0,245766384.0,51206400.0,56326400.0,0.375,0.1563,0.3438,3.246200534672053
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.0000,0.7500,0.5000",0.0000,0.7500,0.5000,"0.1250,0.5313,0.4688",0.1250,0.5313,0.4688,100,10000,9327,0.9327,0.02243720800615847,0.3621490488946438,0.2901953107561384,655360000.0,327680000.0,163840000.0,81926400.0,174086398.0,76806400.0,0.125,0.5313,0.4688,3.4459550617629935
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.7500,0.7500",1.0000,0.7500,0.7500,"0.5313,0.5313,0.5185",0.5313,0.5313,0.5185,100,10000,9327,0.9327,0.022474524583667516,0.35778226107358935,0.529439226422991,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,84950460.0,0.5313,0.5313,0.5185,1.8887909132767173
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,1.0000,0.7500",0.2500,1.0000,0.7500,"0.2500,0.5313,0.5187",0.2500,0.5313,0.5187,100,10000,9327,0.9327,0.022534540758933873,0.35923866301774976,0.36874920828683033,655360000.0,327680000.0,163840000.0,163846388.0,174086400.0,84978304.0,0.25,0.5313,0.5187,2.711870229215932
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,1.0000,0.5000",1.0000,1.0000,0.5000,"0.5313,0.5313,0.4688",0.5313,0.5313,0.4688,100,10000,9327,0.9327,0.028785345768556,0.3577557847648859,0.5223381696428572,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,76806400.0,0.5313,0.5313,0.4688,1.9144685533583325
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.2500,0.5000",0.7500,0.2500,0.5000,"0.5000,0.2813,0.4688",0.5000,0.2813,0.4688,100,10000,9326,0.9326,0.0211567074037157,0.3571552420407534,0.43305243617466516,655360000.0,327680000.0,163840000.0,327686378.0,92166400.0,76806400.0,0.5,0.2813,0.4688,2.30918918002961
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.5000,0.2500",0.7500,0.5000,0.2500,"0.5000,0.4063,0.3438",0.5000,0.4063,0.3438,100,10000,9326,0.9326,0.02117892005480826,0.35777520805597307,0.45090957380022323,655360000.0,327680000.0,163840000.0,327686378.0,133126394.0,56326400.0,0.5,0.4063,0.3438,2.217739560444669
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.5000,0.5000",0.2500,0.5000,0.5000,"0.2500,0.4063,0.4688",0.2500,0.4063,0.4688,100,10000,9326,0.9326,0.02125079929595813,0.36029630914330485,0.32590958600725445,655360000.0,327680000.0,163840000.0,163846388.0,133126398.0,76806400.0,0.25,0.4063,0.4688,3.068335645634372
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.5000,0.7500",0.7500,0.5000,0.7500,"0.5000,0.4063,0.5185",0.5000,0.4063,0.5185,100,10000,9326,0.9326,0.0212938797660172,0.35769676432013514,0.4758719970703125,655360000.0,327680000.0,163840000.0,327686378.0,133126400.0,84955298.0,0.5,0.4063,0.5185,2.10140543288208
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.2500,0.2500",0.7500,0.2500,0.2500,"0.5000,0.2813,0.3438",0.5000,0.2813,0.3438,100,10000,9326,0.9326,0.02129790516803041,0.3570995377749205,0.4151952915736607,655360000.0,327680000.0,163840000.0,327686378.0,92166400.0,56326398.0,0.5,0.2813,0.3438,2.4085051547907255
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.5000,0.2500",0.5000,0.5000,0.2500,"0.3750,0.4063,0.3438",0.3750,0.4063,0.3438,100,10000,9326,0.9326,0.02138223887886852,0.358252676948905,0.3794810093470982,655360000.0,327680000.0,163840000.0,245766384.0,133126398.0,56326398.0,0.375,0.4063,0.3438,2.6351779808968896
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.7500,1.0000",0.7500,0.7500,1.0000,"0.5000,0.5313,0.5313",0.5000,0.5313,0.5313,100,10000,9326,0.9326,0.02189666893798858,0.35788822777569296,0.5134095755440848,655360000.0,327680000.0,163840000.0,327686378.0,174086396.0,87046400.0,0.5,0.5313,0.5313,1.947762658965314
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.2500,1.0000",0.7500,0.2500,1.0000,"0.5000,0.2813,0.5313",0.5000,0.2813,0.5313,100,10000,9326,0.9326,0.021958373619709162,0.3574484311044216,0.4419810076032366,655360000.0,327680000.0,163840000.0,327686378.0,92166400.0,87046400.0,0.5,0.2813,0.5313,2.2625406585291405
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,1.0000,0.5000",0.7500,1.0000,0.5000,"0.5000,0.5313,0.4688",0.5000,0.5313,0.4688,100,10000,9326,0.9326,0.022273241062648594,0.3577827312797308,0.5044810076032366,655360000.0,327680000.0,163840000.0,327686378.0,174086400.0,76806400.0,0.5,0.5313,0.4688,1.9822351781902527
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,1.0000,0.7500",0.7500,1.0000,0.7500,"0.5000,0.5313,0.5185",0.5000,0.5313,0.5185,100,10000,9326,0.9326,0.022285869542974977,0.3576857571303844,0.5115830862862724,655360000.0,327680000.0,163840000.0,327686378.0,174086400.0,84951632.0,0.5,0.5313,0.5185,1.9547166956970479
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,1.0000,0.2500",0.7500,1.0000,0.2500,"0.5000,0.5313,0.3438",0.5000,0.5313,0.3438,100,10000,9326,0.9326,0.0224965827469714,0.3580290251970291,0.48662386474609376,655360000.0,327680000.0,163840000.0,327686378.0,174086400.0,56326400.0,0.5,0.5313,0.3438,2.0549752538786215
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,1.0000,1.0000",0.7500,1.0000,1.0000,"0.5000,0.5313,0.5313",0.5000,0.5313,0.5313,100,10000,9326,0.9326,0.02493274352280423,0.35773191720247266,0.5134095790318081,655360000.0,327680000.0,163840000.0,327686378.0,174086400.0,87046400.0,0.5,0.5313,0.5313,1.9477626457336619
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,1.0000,0.2500",1.0000,1.0000,0.2500,"0.5313,0.5313,0.3438",0.5313,0.5313,0.3438,100,10000,9326,0.9326,0.027806155658327045,0.3576047321408987,0.5044810250418527,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,56326398.0,0.5313,0.5313,0.3438,1.982235109669463
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,1.0000,0.0000",1.0000,1.0000,0.0000,"0.5313,0.5313,0.2188",0.5313,0.5313,0.2188,100,10000,9326,0.9326,0.02897571721114218,0.3590593876689672,0.4866238839285714,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,35846400.0,0.5313,0.5313,0.2188,2.054975172872493
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.7500,0.5000",0.7500,0.7500,0.5000,"0.5000,0.5313,0.4688",0.5000,0.5313,0.4688,100,10000,9325,0.9325,0.021047829624731094,0.3580658480525017,0.5044810041155134,655360000.0,327680000.0,163840000.0,327686378.0,174086396.0,76806400.0,0.5,0.5313,0.4688,1.9822351918944112
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.7500,0.7500",0.7500,0.7500,0.7500,"0.5000,0.5313,0.5185",0.5000,0.5313,0.5185,100,10000,9325,0.9325,0.021205582898110153,0.35779388062655926,0.5115827950613839,655360000.0,327680000.0,163840000.0,327686378.0,174086400.0,84951298.0,0.5,0.5313,0.5185,1.9547178084439132
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.7500,0.2500",0.2500,0.7500,0.2500,"0.2500,0.5313,0.3438",0.2500,0.5313,0.3438,100,10000,9325,0.9325,0.021403953556437046,0.3590345225483179,0.3437667306082589,655360000.0,327680000.0,163840000.0,163846388.0,174086400.0,56326400.0,0.25,0.5313,0.3438,2.9089493280242844
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.7500,1.0000",0.5000,0.7500,1.0000,"0.3750,0.5313,0.5313",0.3750,0.5313,0.5313,100,10000,9325,0.9325,0.02205285404343158,0.3584770329296589,0.4419810093470982,655360000.0,327680000.0,163840000.0,245766384.0,174086396.0,87046400.0,0.375,0.5313,0.5313,2.2625406496021556
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.0000,0.2500,0.5000",0.0000,0.2500,0.5000,"0.1250,0.2813,0.4688",0.1250,0.2813,0.4688,100,10000,9325,0.9325,0.02226910597179085,0.3586579888686538,0.21876674107142857,655360000.0,327680000.0,163840000.0,81926400.0,92166400.0,76806400.0,0.125,0.2813,0.4688,4.5710787439736755
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.5000,0.5000",1.0000,0.5000,0.5000,"0.5313,0.4063,0.4688",0.5313,0.4063,0.4688,100,10000,9325,0.9325,0.022698581330478192,0.35790949285030366,0.4866238821847098,655360000.0,327680000.0,163840000.0,348166400.0,133126398.0,76806400.0,0.5313,0.4063,0.4688,2.0549751802366862
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.5000,0.7500",1.0000,0.5000,0.7500,"0.5313,0.4063,0.5185",0.5313,0.4063,0.5185,100,10000,9325,0.9325,0.022739596432074904,0.3578473064303398,0.49372802211216515,655360000.0,327680000.0,163840000.0,348166400.0,133126398.0,84953996.0,0.5313,0.4063,0.5185,2.0254066109555757
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.7500,0.2500",1.0000,0.7500,0.2500,"0.5313,0.5313,0.3438",0.5313,0.5313,0.3438,100,10000,9325,0.9325,0.02276133155450225,0.3576810637116432,0.5044810250418527,655360000.0,327680000.0,163840000.0,348166400.0,174086400.0,56326398.0,0.5313,0.5313,0.3438,1.982235109669463
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,1.0000,1.0000",0.2500,1.0000,1.0000,"0.2500,0.5313,0.5313",0.2500,0.5313,0.5313,100,10000,9325,0.9325,0.02531562578398734,0.35860450625419615,0.3705524448939732,655360000.0,327680000.0,163840000.0,163846388.0,174086400.0,87046400.0,0.25,0.5313,0.5313,2.6986733289160503
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.0000,0.0000",1.0000,0.0000,0.0000,"0.5313,0.1563,0.2188",0.5313,0.1563,0.2188,100,10000,9325,0.9325,0.030132537733297795,0.36584928788244725,0.37948102678571427,655360000.0,327680000.0,163840000.0,348166400.0,51206400.0,35846400.0,0.5313,0.1563,0.2188,2.635177859800303
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.0000,0.2500",0.7500,0.0000,0.2500,"0.5000,0.1563,0.3438",0.5000,0.1563,0.3438,100,10000,9324,0.9324,0.022019508017692715,0.3589359427243471,0.3794810076032366,655360000.0,327680000.0,163840000.0,327686378.0,51206400.0,56326400.0,0.5,0.1563,0.3438,2.635177993006549
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.5000,1.0000",0.7500,0.5000,1.0000,"0.5000,0.4063,0.5313",0.5000,0.4063,0.5313,100,10000,9324,0.9324,0.022033802599180488,0.35759024307131765,0.4776952933175223,655360000.0,327680000.0,163840000.0,327686378.0,133126400.0,87046400.0,0.5,0.4063,0.5313,2.0933846617058953
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,1.0000,0.7500",0.5000,1.0000,0.7500,"0.3750,0.5313,0.5185",0.3750,0.5313,0.5185,100,10000,9324,0.9324,0.02204656527377665,0.35838554948568346,0.4401603759765625,655360000.0,327680000.0,163840000.0,245766384.0,174086400.0,84958348.0,0.375,0.5313,0.5185,2.2718991862485316
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,1.0000,0.5000",0.5000,1.0000,0.5000,"0.3750,0.5313,0.4688",0.3750,0.5313,0.4688,100,10000,9324,0.9324,0.022194145505782217,0.3582390760630369,0.43305244140625,655360000.0,327680000.0,163840000.0,245766384.0,174086400.0,76806400.0,0.375,0.5313,0.4688,2.3091891521329444
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"1.0000,0.5000,0.2500",1.0000,0.5000,0.2500,"0.5313,0.4063,0.3438",0.5313,0.4063,0.3438,100,10000,9324,0.9324,0.022533002293203028,0.3578373907506466,0.46876673758370535,655360000.0,327680000.0,163840000.0,348166400.0,133126398.0,56326398.0,0.5313,0.4063,0.3438,2.1332571614500164
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.2500,0.7500",0.7500,0.2500,0.7500,"0.5000,0.2813,0.5186",0.5000,0.2813,0.5186,100,10000,9323,0.9323,0.021221165810711682,0.35867924988269806,0.4401700962611607,655360000.0,327680000.0,163840000.0,327686378.0,92166400.0,84969502.0,0.5,0.2813,0.5186,2.2718490158556395
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.2500,0.5000",0.5000,0.2500,0.5000,"0.3750,0.2813,0.4688",0.3750,0.2813,0.4688,100,10000,9323,0.9323,0.021225673682056367,0.35806098379194734,0.3616238699776786,655360000.0,327680000.0,163840000.0,245766384.0,92166400.0,76806400.0,0.375,0.2813,0.4688,2.765304182109786
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.7500,0.5000",0.5000,0.7500,0.5000,"0.3750,0.5313,0.4688",0.3750,0.5313,0.4688,100,10000,9323,0.9323,0.0212288862769492,0.3578870189189911,0.43305244140625,655360000.0,327680000.0,163840000.0,245766384.0,174086400.0,76806400.0,0.375,0.5313,0.4688,2.3091891521329444
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.7500,0.2500",0.7500,0.7500,0.2500,"0.5000,0.5313,0.3438",0.5000,0.5313,0.3438,100,10000,9323,0.9323,0.021229729508049786,0.35735367581248284,0.48662386300223215,655360000.0,327680000.0,163840000.0,327686378.0,174086398.0,56326400.0,0.5,0.5313,0.3438,2.0549752612428156
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.5000,0.5000",0.7500,0.5000,0.5000,"0.5000,0.4063,0.4688",0.5000,0.4063,0.4688,100,10000,9322,0.9322,0.021128367923665792,0.3578235447406769,0.4687667184012277,655360000.0,327680000.0,163840000.0,327686378.0,133126398.0,76806398.0,0.5,0.4063,0.4688,2.133257248745373
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.2500,0.2500",0.2500,0.2500,0.2500,"0.2500,0.2813,0.3438",0.2500,0.2813,0.3438,100,10000,9322,0.9322,0.021210644638631492,0.3593356563895941,0.2723381591796875,655360000.0,327680000.0,163840000.0,163846388.0,92166400.0,56326400.0,0.25,0.2813,0.3438,3.6719055567244414
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.2500,1.0000",0.5000,0.2500,1.0000,"0.3750,0.2813,0.5313",0.3750,0.2813,0.5313,100,10000,9322,0.9322,0.02185812542680651,0.3576952809095383,0.37055244140625,655360000.0,327680000.0,163840000.0,245766384.0,92166400.0,87046400.0,0.375,0.2813,0.5313,2.698673354316573
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.5000,1.0000",0.2500,0.5000,1.0000,"0.2500,0.4063,0.5313",0.2500,0.4063,0.5313,100,10000,9322,0.9322,0.021962872766889633,0.35999888099730015,0.33483815220424107,655360000.0,327680000.0,163840000.0,163846388.0,133126392.0,87046400.0,0.25,0.4063,0.5313,2.986517496339636
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.2500,0.2500,1.0000",0.2500,0.2500,1.0000,"0.2500,0.2813,0.5313",0.2500,0.2813,0.5313,100,10000,9322,0.9322,0.022044108489062637,0.35951834730803967,0.2991238717215402,655360000.0,327680000.0,163840000.0,163846388.0,92166398.0,87046400.0,0.25,0.2813,0.5313,3.343096604910617
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,1.0000,0.2500",0.5000,1.0000,0.2500,"0.3750,0.5313,0.3438",0.3750,0.5313,0.3438,100,10000,9322,0.9322,0.022076840184163303,0.35721146084368227,0.41519529854910714,655360000.0,327680000.0,163840000.0,245766384.0,174086400.0,56326400.0,0.375,0.5313,0.3438,2.408505114326879
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.7500,0.0000,0.7500",0.7500,0.0000,0.7500,"0.5000,0.1563,0.5190",0.5000,0.1563,0.5190,100,10000,9322,0.9322,0.022144962169695647,0.35935873590409756,0.40450631452287944,655360000.0,327680000.0,163840000.0,327686378.0,51206400.0,85027424.0,0.5,0.1563,0.519,2.47214929433058
llmint8,llmint8_fp16_int4,fp16_int4,fp16,int4,"0.5000,0.0000,0.5000",0.5000,0.0000,0.5000,"0.3750,0.1563,0.4688",0.3750,0.1563,0.4688,100,10000,9322,0.9322,0.0221715036733076,0.358955422565341,0.32590958426339284,655360000.0,327680000.0,163840000.0,245766384.0,51206400.0,76806400.0,0.375,0.1563,0.4688,3.0683356620522773
